56663,"5,006619","4,004245",1,1,0,False
56663,"5,01344","4,004979",1,1,0,False
56663,"5,066542","4,015133",1,1,0,False
56663,"5,065763","4,046093",1,1,0,False
56663,"5,006329","4,003416",1,1,0,False
56663,"5,025986","4,024597",1,1,0,False
56663,"5,040779","4,014351",1,1,0,False
56663,"5,055107","4,045158",1,1,0,False
56663,"5,011681","4,00592",1,1,0,False
56663,"5,00589","4,00502",1,1,0,False
56663,"5,012631","4,005524",1,1,0,False
56663,"5,017214","4,013352",1,1,0,False
56663,"5,060401","4,040984",1,1,0,False
56663,"5,063642","4,037263",1,1,0,False
56663,"5,026862","4,020219",1,1,0,False
56663,"5,028568","4,009861",1,1,0,False
56663,"5,012364","4,004921",1,1,0,False
56663,"5,034434","4,021626",1,1,0,False
56663,"5,032514","4,027219",1,1,0,False
